V,DFS_t_avg,DFS_t_sd,BFS_t_avg,BFS_t_sd,DFS_m_kB_avg,DFS_m_sd,BFS_m_kB_avg,BFS_m_sd
100,0.000315866600000092,6.320660933874774e-06,0.00011540820000028873,3.093713716483546e-06,8.265625,0.0,8.2109375,0.0
500,0.0036798917999997017,2.5985988343068468e-05,0.0014781167999998956,2.7381475938307348e-05,32.265625,0.0,32.2109375,0.0
1000,0.012334658000000154,0.0004464194314892464,0.004999824799999786,0.0001562640664494667,32.265625,0.0,32.2109375,0.0
