V,DFS_t_avg,DFS_t_sd,BFS_t_avg,BFS_t_sd,DFS_m_kB_avg,DFS_m_sd,BFS_m_kB_avg,BFS_m_sd
100,0.0006113084000000324,7.850153797270293e-06,0.00021695819999996148,1.94770525490058e-06,8.265625,0.0,8.2109375,0.0
500,0.011358783400000006,0.00039540750591586337,0.004694658200000035,0.00014137016818747063,32.265625,0.0,32.2109375,0.0
1000,0.04360383339999996,0.0008809383986157933,0.01926902499999996,0.00016842775551553985,32.265625,0.0,32.2109375,0.0
