V,DFS_t_avg,DFS_t_sd,BFS_t_avg,BFS_t_sd,DFS_m_kB_avg,DFS_m_sd,BFS_m_kB_avg,BFS_m_sd
100,0.0008460334000000458,1.2476925416092053e-05,0.00030565840000003065,3.862116031433283e-06,8.265625,0.0,8.2109375,0.0
500,0.01856334179999992,0.00032434098009680905,0.007602183400000051,4.490390744704006e-06,32.265625,0.0,32.2109375,0.0
1000,0.07567299999999984,0.0027957316237276707,0.03177005020000019,0.001136640490056416,32.265625,0.0,32.2109375,0.0
