V,DFS_t_avg,DFS_t_sd,BFS_t_avg,BFS_t_sd,DFS_m_kB_avg,DFS_m_sd,BFS_m_kB_avg,BFS_m_sd
100,0.00023955819999996742,5.793634831455175e-06,8.88165999999746e-05,3.046186704725238e-06,8.440625,0.35,8.34375,0.171875
500,0.001892208399999995,0.0001751109104889022,0.0007170832000000348,1.4609149344138847e-05,32.265625,0.0,32.8296875,1.2375
1000,0.005454742000000001,8.05203822370462e-05,0.002255041599999985,8.07236816804535e-06,32.265625,0.0,33.0359375,1.6500000000000001
